TREAD_p_TCGA_b146_152_SNP_N_GenomeWideSNP_6_F03_809316.CEL TCGA-CS-4938
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_D07_729580.CEL TCGA-CS-4941
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_E01_729584.CEL TCGA-CS-4942
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_B12_729676.CEL TCGA-CS-4943
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_C03_729734.CEL TCGA-CS-4944
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_C08_729700.CEL TCGA-CS-5390
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_C12_729638.CEL TCGA-CS-5393
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_F02_729712.CEL TCGA-CS-5394
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_B08_729724.CEL TCGA-CS-5395
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_A05_729646.CEL TCGA-CS-5396
TREAD_p_TCGA_b146_152_SNP_N_GenomeWideSNP_6_E02_809488.CEL TCGA-CS-5397
LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_G01_914374.CEL TCGA-CS-6186
TREAD_p_TCGA_b146_152_SNP_N_GenomeWideSNP_6_H02_809456.CEL TCGA-CS-6188
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_B03_780698.CEL TCGA-CS-6290
TREAD_p_TCGA_b146_152_SNP_N_GenomeWideSNP_6_F11_809408.CEL TCGA-CS-6665
TREAD_p_TCGA_b146_152_SNP_N_GenomeWideSNP_6_G01_809376.CEL TCGA-CS-6666
LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_G03_914366.CEL TCGA-CS-6667
TREAD_p_TCGA_b146_152_SNP_N_GenomeWideSNP_6_G04_809468.CEL TCGA-CS-6668
TREAD_p_TCGA_b146_152_SNP_N_GenomeWideSNP_6_G08_809330.CEL TCGA-CS-6669
TREAD_p_TCGA_b146_152_SNP_N_GenomeWideSNP_6_F01_809342.CEL TCGA-CS-6670
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_E08_729608.CEL TCGA-DB-5270
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_A07_729730.CEL TCGA-DB-5273
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_A11_729688.CEL TCGA-DB-5274
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_C09_729714.CEL TCGA-DB-5275
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_B03_729624.CEL TCGA-DB-5276
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_B05_729720.CEL TCGA-DB-5277
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_B09_729706.CEL TCGA-DB-5278
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_D08_729716.CEL TCGA-DB-5279
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_E02_729560.CEL TCGA-DB-5280
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_A01_729578.CEL TCGA-DB-5281
WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_A01_1359052.CEL TCGA-DB-A4X9
WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_B01_1359070.CEL TCGA-DB-A4XA
WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_C01_1359132.CEL TCGA-DB-A4XB
WAGER_p_TCGA_282_284_285_286_N_GenomeWideSNP_6_D01_1359164.CEL TCGA-DB-A4XC
VIBES_p_TCGA_290_291_292_293_S_GenomeWideSNP_6_A10_1362574.CEL TCGA-DB-A4XD
VIBES_p_TCGA_290_291_292_293_S_GenomeWideSNP_6_B07_1362550.CEL TCGA-DB-A4XE
VIBES_p_TCGA_290_291_292_293_S_GenomeWideSNP_6_C01_1362530.CEL TCGA-DB-A4XF
VIBES_p_TCGA_290_291_292_293_S_GenomeWideSNP_6_C10_1362458.CEL TCGA-DB-A4XG
VIBES_p_TCGA_290_291_292_293_S_GenomeWideSNP_6_D05_1362462.CEL TCGA-DB-A4XH
ASPER_p_TCGA_b_306_308_146_NSP_GenomeWideSNP_6_D04_1365550.CEL TCGA-DB-A64L
ASPER_p_TCGA_b_306_308_146_NSP_GenomeWideSNP_6_D09_1365414.CEL TCGA-DB-A64O
ASPER_p_TCGA_b_306_308_146_NSP_GenomeWideSNP_6_A03_1365456.CEL TCGA-DB-A64P
DLP_REDO_FROM_ASPER_A12.CEL TCGA-DB-A64Q
ASPER_p_TCGA_b_306_308_146_NSP_GenomeWideSNP_6_B12_1365396.CEL TCGA-DB-A64R
DLP_REDO_FROM_ASPER_A09.CEL TCGA-DB-A64S
ASPER_p_TCGA_b_306_308_146_NSP_GenomeWideSNP_6_C08_1365496.CEL TCGA-DB-A64U
ASPER_p_TCGA_b_306_308_146_NSP_GenomeWideSNP_6_D03_1365500.CEL TCGA-DB-A64V
ASPER_p_TCGA_b_306_308_146_NSP_GenomeWideSNP_6_D10_1365530.CEL TCGA-DB-A64W
ASPER_p_TCGA_b_306_308_146_NSP_GenomeWideSNP_6_A05_1365426.CEL TCGA-DB-A64X
FRUIT_p_TCGAb_327_328_329_NSP_GenomeWideSNP_6_F01_1367854.CEL TCGA-DB-A75K
FRUIT_p_TCGAb_327_328_329_NSP_GenomeWideSNP_6_F03_1367878.CEL TCGA-DB-A75L
FRUIT_p_TCGAb_327_328_329_NSP_GenomeWideSNP_6_F05_1367984.CEL TCGA-DB-A75M
FRUIT_p_TCGAb_327_328_329_NSP_GenomeWideSNP_6_F07_1367916.CEL TCGA-DB-A75O
FRUIT_p_TCGAb_327_328_329_NSP_GenomeWideSNP_6_F09_1367968.CEL TCGA-DB-A75P
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_E12_729594.CEL TCGA-DH-5140
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_F01_729618.CEL TCGA-DH-5141
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_E04_729654.CEL TCGA-DH-5142
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_D04_729658.CEL TCGA-DH-5143
MAPLE_p_TCGAb78_BrstRedo_SNP_N_GenomeWideSNP_6_E06_729692.CEL TCGA-DH-5144
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_H09_1365236.CEL TCGA-DH-A669
